feature,percentile_25,percentile_50,percentile_75,min_risk_value,median_risk_value,critical_threshold,mean_shap_positive,mean_shap_negative
419,-0.4715180617633631,-9.60520363204008e-05,0.5854070910286014,-0.2099877503367013,0.3144084284883071,-0.4715180617633631,0.17498462,-0.37811783
33,-0.392322097378276,-0.00957136912193075,0.5680399500624204,-0.4429879317519747,0.15491052850603498,-0.4662921348314598,0.09208516,-0.85569775
59,-0.4998577027532485,-0.05012115594151985,0.43487258297962306,0.5267600136605356,1.8699728415540484,0.4969019856564376,0.3033416,-0.23403576
